,Uni_Grams,Probabilities
9416,beast,6.804779854610656e-07
9417,kaleedi,6.361677910589497e-06
9418,banwaya,6.963030548903927e-07
9419,barslona,7.121281243197199e-07
9420,yonani,2.444973226831038e-05
9421,yahya,6.963030548903927e-07
9422,mumbar,1.3039857209765537e-05
9423,eden,3.5764656910279264e-06
9424,italy,1.6109920679054995e-05
9425,oma,6.488278466024114e-07
9426,nicolas,5.317223328253908e-06
9427,mangty,2.532011108692337e-07
9428,seedhi,4.525969856787553e-06
9429,lakeer,1.82146549131555e-05
9430,padhiye,2.373760414399066e-07
9431,barfani,3.877142010185141e-06
9432,nasa,1.4242562486394395e-07
9433,ufaq,3.3026919899005675e-05
9434,biki,1.0919297906235703e-06
9435,dandan,1.8831832620899258e-06
9436,dukanon,9.051939713575106e-06
9437,digest,1.0761047211942433e-06
9438,khareeda,3.50841789248182e-05
9439,hathyaar,2.6475341155264252e-05
9440,bakhash,0.0001275658846698058
9441,beats,1.1710551377702059e-06
9442,kharchay,1.5350317346447293e-06
9443,ohi,3.940442287902449e-06
9444,mazdooron,1.3308883390064097e-05
9445,ujrat,1.3198107904058808e-05
9446,plastic,2.3104601366817577e-05
9447,qahira,9.653292351889535e-07
9448,isri,5.016547009096693e-06
9449,taba,1.121997422539292e-05
9450,noton,1.9939587480952156e-06
9451,aloodgi,1.012804443476935e-05
9452,chaapay,1.2501804849168414e-06
9453,ouncha,0.0003669358848578076
9454,qutar,1.4400813180687668e-06
9455,chars,5.2950682310528504e-05
9456,japani,1.2122003182864564e-05
9457,tahazeeb,8.687963116700582e-06
9458,sthrayi,1.1663076169414078e-05
9459,aqafat,1.778737803856367e-05
9460,akkaas,2.073084095241851e-06
9461,suthra,4.241118607059664e-06
9462,yaksar,2.168034511817814e-06
9463,bahao,0.00013581074584248523
9464,phirnay,4.905771523091403e-06
9465,tehi,1.3451309014928042e-06
9466,daman,2.8532600181076774e-05
9467,chalne,8.806651137420536e-05
9468,haazir,3.410302462019992e-05
9469,khafeef,8.045465297869901e-05
9470,abbas,8.197385964391442e-06
9471,katra,9.178540269009722e-07
9472,andazay,3.813841732467833e-06
9473,jamal,4.351894093064954e-06
9474,hamsaaya,1.8673581926605987e-06
9475,tabqay,8.450587075260676e-06
9476,active,3.592290760457253e-06
9477,adakaren,1.7407576372259817e-06
9478,fahaashi,3.1491888164360944e-06
9479,uryani,1.1172499017104938e-05
9480,warning,9.495041657596264e-07
9481,pabandiyan,3.940442287902449e-06
9482,kharidata,1.5350317346447293e-06
9483,mujawaza,1.1552300683408789e-06
9484,jawabi,2.8026197959338306e-05
9485,jeetna,3.4973403438812906e-06
9486,ghour,1.7407576372259817e-06
9487,foran,1.5413617624164604e-05
9488,sangeet,1.8198829843726172e-06
9489,mehdi,6.8839052017572915e-06
9490,moseeqi,0.0001060754403847796
9491,solhween,2.3104601366817577e-06
9492,muheet,5.712850063987085e-06
9493,naghmay,1.5777594221039126e-05
9494,ghazlon,1.930658470377907e-06
9495,jadu,0.00024911824295646733
9496,aasooda,1.6996124567097314e-05
9497,khaak,9.828950622555066e-05
9498,raftari,4.6209202733635155e-06
9499,sust,7.162426423713448e-05
9500,berozgari,6.963030548903927e-07
9501,izafay,4.842471245374095e-06
9502,pohanchana,3.845491871326487e-06
9503,afraat,6.899730271186619e-06
9504,bayaniya,2.6902618029856084e-06
9505,kifayat,1.1552300683408789e-06
9506,shiari,3.1650138858654217e-06
9507,intizami,9.131065060721741e-06
9508,khazanay,7.501082909501049e-06
9509,bachat,2.6222140044395016e-05
9510,peepal,9.178540269009722e-07
9511,badnaam,2.9007352263956586e-05
9512,las,2.1838595812471407e-06
9513,broke,9.273490685585685e-06
9514,trinng,9.336790963302994e-07
9515,boxer,2.120559303529832e-06
9516,muntazir,1.772407776084636e-05
9517,track,3.17609143446595e-05
9518,taaqatwar,0.00011569708259781048
9519,soutela,1.3926061097807855e-06
9520,kashmakash,2.927637844425515e-06
9521,arzoo,9.46972154650934e-05
9522,tamashaayi,3.054238399860132e-06
9523,milkm,5.570424439123142e-06
9524,frwd,1.7882328455139632e-06
9525,khaam,1.231190401601649e-05
9526,libya,3.085888538718786e-06
9527,pabandion,7.912534714663554e-07
9528,charhao,4.256943676488992e-06
9529,kisaan,1.4021011514383817e-05
9530,zarayi,1.197957755800062e-05
9531,zamanat,1.4843915124708826e-05
9532,namona,2.389585483828393e-05
9533,kefiyat,1.854698137117137e-05
9534,tayyaron,1.2976556932048227e-06
9535,paint,9.495041657596265e-06
9536,remarks,1.5983320123620379e-06
9537,istafsaar,4.918431578634865e-05
9538,parcham,6.12430186914959e-06
9539,aazmaishi,4.510144787358226e-06
9540,flayt,8.387286797543367e-07
9541,murammat,1.4654014291556901e-05
9542,qabliyat,3.802764183867304e-05
9543,hataane,4.510144787358226e-06
9544,roktay,1.7249325677966547e-06
9545,font,1.952813567578965e-05
9546,awezan,2.1838595812471407e-06
9547,darkhwasten,1.1394049989115516e-06
9548,zamiinon,2.073084095241851e-06
9549,dealer,1.060279651764916e-06
9550,dot,1.0302120198491946e-05
9551,jamood,1.2976556932048227e-06
9552,tora,5.36469853654189e-06
9553,oon,2.0430164633261294e-05
9554,dila,7.754284020370283e-06
9555,addam,1.3609559709221312e-06
9556,oland,6.250902424584207e-06
9557,maholiyaat,1.1552300683408789e-06
9558,flat,1.7819028177422323e-05
9559,warn,1.487556526356748e-06
9560,botelain,1.4559063874980938e-06
9561,khareedain,5.997701313714974e-06
9562,nites,9.542516865884246e-06
9563,hejaan,2.943462913854842e-06
9564,cigrette,2.281975011708969e-05
9565,deewar,0.000244892949418837
9566,badd,9.020289574716451e-07
9567,soya,3.546398059112205e-05
9568,thaka,0.00011702638842987396
9569,guzari,1.7803203107992995e-05
9570,aarr,5.521366723892228e-05
9571,ruswa,3.544815552169272e-06
9572,policies,3.798016663038506e-07
9573,tajir,3.5764656910279264e-06
9574,ialkot,1.060279651764916e-06
9575,malkaan,8.719613255559236e-06
9576,mughal,2.406993060200653e-05
9577,kranti,2.057259025812524e-07
9578,tennis,6.773129715752002e-06
9579,birth,3.592290760457253e-06
9580,tohfa,4.046470253078941e-05
9581,earzi,3.7489589478075917e-05
9582,eendhan,1.783485324685165e-05
9583,janglaat,7.16875645148518e-06
9584,bahtay,1.8990083315192528e-06
9585,gehray,7.453607701213068e-06
9586,surang,5.4121737448298705e-06
9587,naqaab,3.801181676924371e-05
9588,samandari,5.190622772819291e-05
9589,tahein,5.491299091976507e-06
9590,hayaatiyaat,2.6427865946976267e-06
9591,chasham,1.3308883390064097e-05
9592,kusha,9.653292351889535e-07
9593,iltiwa,4.241118607059664e-06
9594,daalnay,3.424545024506386e-05
9595,tardeed,1.0302120198491946e-05
9596,nakaat,1.0096394295910695e-05
9597,rosyon,1.2185303460581872e-06
9598,dayriktrz,1.8040579149432902e-06
9599,israar,5.040284613240684e-05
9600,bahhar,3.524242961911147e-05
9601,rabton,1.1710551377702059e-06
9602,ishtiraaq,9.368441102161647e-06
9603,kridt,3.3390896495880196e-06
9604,bankon,8.925339158140488e-06
9605,hifazati,1.269170568232034e-05
9606,durustagi,7.3111820763491234e-06
9607,investigation,1.756582706655309e-06
9608,hacker,1.2976556932048227e-06
9609,chalaak,1.861028164888868e-05
9610,waqoof,3.636600954859369e-05
9611,khaami,6.393328049448151e-06
9612,difai,6.061001591432282e-06
9613,lak,7.912534714663554e-07
9614,khulay,1.5223716791012677e-05
9615,geographiyai,3.101713608148113e-06
9616,bachney,5.6542973070985755e-05
9617,application,1.028629512906262e-06
9618,parda,0.00013989361375525163
9619,janna,0.0008478597448150584
9620,torch,1.2660055543461687e-06
9621,paidaiesh,3.745793933921726e-05
9622,khaberi,5.823625549992375e-06
9623,uthta,1.38944109589492e-05
9624,andazon,8.86203888042318e-07
9625,aas,9.379518650762177e-05
9626,intibah,5.127322495101983e-05
9627,ajarah,7.770109089799609e-06
9628,graphi,1.865775685717666e-05
9629,laaye,0.00013438648959384578
9630,muaina,1.0602796517649161e-05
9631,samndron,2.484535900404356e-06
9632,tayron,7.627683464935666e-06
9633,laboratory,1.487556526356748e-06
9634,jahazoo,2.4987784628907504e-05
9635,darin,9.748242768465497e-06
9636,sna,3.1966640247240757e-06
9637,navy,3.956267357331777e-06
9638,port,5.443823883688525e-06
9639,dolphin,2.3421102755404118e-06
9640,whale,5.380523605971217e-07
9641,machhli,8.551867519608369e-05
9642,aaloda,2.4592157893174326e-05
9643,sakteen,1.2660055543461687e-06
9644,charna,4.874121384232749e-06
9645,jazeera,6.125884376092523e-05
9646,village,6.804779854610656e-07
9647,aabi,2.8959877055668605e-05
9648,makhloqaat,4.367719162494281e-06
9649,qarzon,1.756582706655309e-06
9650,ldi,7.754284020370283e-07
9651,sarbarahi,6.34585284116017e-06
9652,markaz,0.00012829383786355485
9653,partriyon,2.5415061503499335e-05
9654,bandar,2.3547703310838736e-05
9655,gaahon,1.3767810403514583e-06
9656,haail,1.7882328455139632e-06
9657,shahana,1.6458072206500191e-06
9658,ifadiyat,2.389585483828393e-06
9659,sani,5.681199925128432e-06
9660,sood,9.099414921863087e-06
9661,karwnay,3.7188913158918702e-06
9662,sholay,1.3609559709221312e-06
9663,pin,3.0384133304308046e-06
9664,mashinen,9.226015477297703e-06
9665,rush,5.807800480563049e-06
9666,hacking,3.0700634692894587e-06
9667,raaij,3.370739788446674e-06
9668,sorakh,8.358801672570578e-05
9669,mante,4.114518051625048e-06
9670,concert,3.703066246462543e-06
9671,mamaslat,1.1394049989115518e-05
9672,saaz,5.9391485568264634e-05
9673,sastay,1.1916277280283313e-05
9674,gram,1.1663076169414078e-05
9675,profayl,2.231334789535122e-06
9676,meino,2.009783817524543e-06
9677,close,4.525969856787553e-06
9678,que,2.2186747339916606e-05
9679,stick,4.256943676488992e-06
9680,nigah,0.0001165832864858528
9681,bayanaat,3.434040066163982e-06
9682,bhalai,6.567403813170749e-06
9683,rasookh,5.697024994557758e-07
9684,chhootey,0.00010066326663994973
9685,amaada,9.735582712922036e-05
9686,purlutf,2.073084095241851e-06
9687,shokh,1.0412895684497236e-05
9688,chanchal,4.92159659252073e-06
9689,entire,1.0919297906235703e-06
9690,simt,0.00015845642019585233
9691,modi,3.786939114437977e-05
9692,graami,1.4242562486394397e-06
9693,sargarmia,1.0808522420230415e-05
9694,safeer,8.387286797543367e-06
9695,kamanay,6.23507735515488e-06
9696,nigran,7.469432770642395e-06
9697,khareedna,3.8913845726715356e-05
9698,khredar,3.560640621598599e-06
9699,hungami,1.9021733454051183e-05
9700,ghoray,5.011799488267895e-05
9701,polo,3.11753867757744e-06
9702,siray,6.472453396594787e-06
9703,dasta,2.905482747224457e-05
9704,waqfa,5.570424439123142e-06
9705,fazil,1.3767810403514583e-06
9706,chhari,2.369012893570268e-05
9707,suray,2.943462913854842e-06
9708,lagatay,1.3467134084357368e-05
9709,napaid,1.4400813180687668e-06
9710,bicycle,2.658611664126954e-06
9711,qasbay,7.596033326077011e-06
9712,rich,1.6299821512206921e-06
9713,ghoron,1.7913978593998285e-05
9714,sipahiyon,8.751263394417891e-06
9715,bashinday,1.2106178113435238e-05
9716,parwan,1.31348076263415e-06
9717,charha,3.1286162261779694e-05
9718,rajsthan,6.488278466024114e-07
9719,aipur,4.905771523091403e-07
9720,hars,1.8198829843726172e-06
9721,hosaki,1.4084311792101125e-06
9722,hathi,1.148900040569148e-05
9723,jhuk,2.6522816363552233e-05
9724,laaj,4.5576199956462065e-06
9725,bandobast,4.019567635049086e-06
9726,dopehar,0.00010086899254253098
9727,laal,0.00017252490691852413
9728,garweedah,7.912534714663553e-06
9729,tareefon,8.387286797543367e-07
9730,bandh,1.712272512253193e-05
9731,jaadoo,5.63372471684045e-06
9732,karwana,4.5576199956462065e-06
9733,ostan,5.064022217384675e-06
9734,geherai,5.3520384809984275e-05
9735,choohon,4.731695759368805e-06
9736,jura,1.4780614846991518e-05
9737,freezer,1.2501804849168414e-06
9738,gosht,0.00014019429007440884
9739,ghizaiyat,1.6299821512206921e-06
9740,yn,1.91483340094858e-06
9741,panja,9.55042940059891e-05
9742,alk,2.2946350672524305e-06
9743,inaami,1.8990083315192528e-06
9744,fear,2.4370606921163743e-06
9745,sisters,1.1235799294822246e-06
9746,kamiyabiyan,1.31348076263415e-06
9747,pesha,6.955118014189264e-05
9748,richard,1.2058702905147255e-05
9749,venus,5.396348675400543e-06
9750,two,0.0001911984888451301
9751,badalti,2.199684650676468e-06
9752,behnoon,9.827368115612134e-06
9753,pyaron,2.073084095241851e-06
9754,phelnay,7.817584298087592e-06
9755,akhbarat,2.943462913854842e-06
9756,dmi,6.488278466024114e-07
9757,tasalii,0.00012470154710309762
9758,bandish,6.836429993469311e-06
9759,baarha,1.487556526356748e-06
9760,journalists,9.495041657596264e-07
9761,ahim,1.8183004774296845e-05
9762,bartarfi,2.8801626361375335e-06
9763,pattoun,1.0476195962214545e-05
9764,zahmat,1.1235799294822246e-05
9765,larray,1.4559063874980938e-06
9766,aifi,1.060279651764916e-06
9767,dafatir,2.088909164671178e-06
9768,senkron,5.459648953117852e-06
9769,jabri,2.975113052713496e-06
9770,sahafti,5.697024994557758e-07
9771,tanzeemen,8.387286797543367e-07
9772,horahee,1.0428720753926564e-05
9773,karle,5.016547009096693e-06
9774,hye,8.545537491836638e-07
9775,jeeti,3.924617218473122e-06
9776,dem,5.064022217384675e-06
9777,garma,1.1900452210853984e-05
9778,pighla,3.4656902050226366e-06
9779,natural,1.2501804849168414e-06
9780,matrix,4.288593815347646e-06
9781,lanch,1.4084311792101125e-06
9782,karwaye,7.43778263178374e-07
9783,snap,2.959287983284169e-06
9784,wats,8.070785408956824e-07
9785,khham,0.0003121653195629065
9786,stomach,1.2660055543461685e-07
9787,maiday,1.4242562486394397e-06
9788,adhuri,2.4054105532577203e-06
9789,rawana,2.2724799700513727e-05
9790,phail,3.364409760674943e-05
9791,nighdasht,3.8929670796144686e-06
9792,olympics,8.86203888042318e-07
9793,profile,1.0143869504198676e-05
9794,kehlate,1.1868802071995331e-06
9795,tashkeel,5.331465890740302e-05
9796,tarjeehi,1.060279651764916e-06
9797,tehreeri,1.7186025400249237e-05
9798,chhuranay,6.282552563442862e-06
9799,munkir,1.1552300683408789e-06
9800,motadil,1.31348076263415e-06
9801,waqalat,1.1947927419141965e-05
9802,janabdaar,9.827368115612134e-06
9803,mafahmat,1.0919297906235703e-06
9804,dasht,4.0116551003344216e-05
9805,moaqqaf,1.060279651764916e-06
9806,pipe,4.272768745918319e-06
9807,arooq,9.368441102161647e-06
9808,chahanay,9.178540269009722e-06
9809,ruknay,2.199684650676468e-06
9810,policia,1.4242562486394397e-06
9811,central,1.6458072206500191e-06
9812,payment,1.5033815957860753e-06
9813,assar,0.00015241124367384938
9814,baas,8.070785408956824e-07
9815,zr,1.1077548600528975e-07
9816,current,1.4242562486394397e-06
9817,ghata,4.731695759368805e-06
9818,ghanti,6.774712222694935e-05
9819,patri,5.163720154789435e-05
9820,mehngi,3.544815552169272e-06
9821,qaisar,2.057259025812524e-06
9822,ronaqe,1.4859740194138155e-05
9823,grant,3.3232645801586923e-06
9824,programon,3.924617218473122e-06
9825,guards,2.5320111086923373e-06
9826,audio,4.336069023635628e-06
9827,calling,2.5953113864096454e-06
9828,features,1.0919297906235703e-06
9829,mutwajjah,4.687385564966689e-05
9830,lakerain,9.827368115612134e-06
9831,khenchnay,2.199684650676468e-05
9832,drawing,9.036114644145778e-06
9833,shfaq,3.054238399860132e-06
9834,grass,1.9939587480952156e-06
9835,dastawizi,2.4687108309750287e-05
9836,flmaya,1.498634074957277e-05
9837,dabbay,1.6410596998212212e-05
9838,shat,3.244139233012057e-06
9839,nuqta,0.00020930236827228032
9840,khaka,7.24471678474595e-05
9841,cheezon,8.1325031797312e-05
9842,safri,7.105456173767871e-06
9843,aadaat,1.7249325677966547e-06
9844,dabon,1.329305832063477e-06
9845,khasara,3.5321554966258105e-05
9846,qist,1.7913978593998285e-05
9847,jaal,2.2344998034209877e-05
9848,urope,3.823336774125429e-05
9849,maslan,8.719613255559236e-06
9850,pedawari,3.560640621598599e-06
9851,aah,0.0005228919440838262
9852,jaizay,1.6647973039652116e-05
9853,conductor,6.171777077437572e-07
9854,ts,1.1346574780827535e-05
9855,cooper,2.816862358420225e-06
9856,sandwich,1.3388008737210733e-05
9857,kund,1.4084311792101125e-06
9858,kattar,2.247159858964449e-06
9859,engineering,5.554599369693815e-06
9860,temper,2.215509720105795e-07
9861,dark,1.2770831029466975e-05
9862,tabeeyat,1.3767810403514583e-06
9863,zarraat,1.2818306237754957e-06
9864,taamul,2.2946350672524305e-06
9865,chana,3.956267357331777e-07
9866,lehron,5.617899647411123e-06
9867,prediction,8.229036103250096e-07
9868,misalon,2.199684650676468e-06
9869,patteren,3.11753867757744e-06
9870,sm,1.4638189222127575e-05
9871,barheen,3.2599643024413842e-06
9872,sakoo,1.6252346303918938e-05
9873,passion,3.7663665241798515e-06
9874,supply,1.9939587480952156e-06
9875,mustahkam,2.302547601967094e-05
9876,mubasireen,1.4559063874980938e-06
9877,consul,1.2027052766288601e-06
9878,habeeh,1.6299821512206921e-06
9879,saakh,9.938143601617424e-06
9880,ghabra,5.491299091976507e-06
9881,choohay,2.7693871501322437e-06
9882,pump,7.152931382055853e-06
9883,oxygen,6.899730271186619e-06
9884,dheeray,2.120559303529832e-06
9885,mujtma,1.6885349081092024e-05
9886,dushwaar,9.79571797675348e-06
9887,aleel,2.137966879902092e-05
9888,sambhal,4.415194370782263e-06
9889,baag,1.4242562486394397e-06
9890,captani,1.0128044434769348e-06
9891,usooli,6.504103535453441e-06
9892,dressing,1.8990083315192528e-06
9893,nasabi,1.1235799294822246e-06
9894,beekh,3.11753867757744e-06
9895,kinny,7.675158673223647e-06
9896,poocha,0.00023633158685757103
9897,hatana,2.139549386845025e-05
9898,murawaja,6.535753674312096e-06
9899,anish,6.250902424584207e-06
9900,raas,1.3213932973488134e-05
9901,tilr,2.215509720105795e-06
9902,mol,1.1504825475120808e-05
9903,charah,2.7709696570751765e-05
9904,lunch,6.804779854610656e-06
9905,ghanemat,5.0481971479553474e-06
9906,ubal,1.2818306237754957e-06
9907,yadgar,2.1047342341005052e-05
9908,barabari,1.6727098386798753e-05
9909,halid,2.3421102755404118e-06
9910,nasri,1.31348076263415e-06
9911,kisanon,8.909514088711162e-06
9912,raam,6.5199286048827685e-06
9913,mushtarik,2.927637844425515e-06
9914,bees,9.817873073954538e-05
9915,karzzzz,6.393328049448151e-06
9916,doobe,2.009783817524543e-06
9917,kashtkaar,1.5033815957860753e-06
9918,bud,4.551289967874476e-05
9919,sokhey,1.4084311792101125e-06
9920,beej,2.1094817549293033e-05
9921,khad,2.7060868724149352e-06
9922,kaasht,3.7980166630385056e-06
9923,soda,0.00013126895091626837
9924,fasal,5.839450619421702e-06
9925,bail,7.673576166280714e-05
9926,taajiron,9.35261603273232e-06
9927,khaleej,1.952813567578965e-05
9928,plug,6.171777077437572e-06
9929,dab,6.9472054794746e-06
9930,awwal,1.7439226511118473e-05
9931,nedamat,1.2976556932048227e-06
9932,tanazur,6.155952008008245e-06
9933,aaind,2.231334789535122e-06
9934,aazma,3.1808389552947485e-06
9935,machhliyan,4.399369301352936e-06
9936,omega,2.120559303529832e-06
9937,baahum,4.272768745918319e-06
9938,mut,2.456050775431567e-05
9939,tasil,2.3721779074561335e-05
9940,af,6.045176522002955e-06
9941,khana,0.000585290192843663
9942,takhat,3.025753274887343e-05
9943,sachhi,1.6046620401337686e-05
9944,sachey,8.181560894962114e-06
9945,satellite,6.045176522002955e-06
9946,khalifa,1.8483681093454062e-05
9947,tani,6.804779854610656e-07
9948,intiqam,3.1745089275230175e-05
9949,pachtaawa,5.586249508552469e-06
9950,cheeze,7.979000006266727e-05
9951,mazmoon,3.885054544899805e-05
9952,jooray,1.930658470377907e-06
9953,nuk,6.266727494013534e-06
9954,dahi,2.6570291571840214e-05
9955,rishtay,5.380523605971217e-07
9956,bndh,9.336790963302994e-07
9957,laundry,1.0919297906235703e-06
9958,nisha,2.532011108692337e-07
9959,sosan,3.560640621598599e-06
9960,aria,2.4370606921163743e-06
9961,sardiyoon,2.9118127749961876e-06
9962,vhid,2.1363843729591594e-06
9963,export,6.013526383144301e-07
9964,laag,8.086610478386152e-06
9965,doum,5.016547009096693e-06
9966,soum,1.5825069429327108e-06
9967,lense,1.756582706655309e-06
9968,rupiya,7.4377826317837405e-06
9969,chhoo,2.1142292757581014e-05
9970,anqareeb,1.8958433176333874e-05
9971,tajweez,0.0001205553789126139
9972,pradesh,1.8040579149432902e-06
9973,dawaydaar,1.5825069429327108e-06
9974,aabaroo,1.5350317346447295e-05
9975,moodi,4.035392704478412e-06
9976,aspat,1.028629512906262e-06
9977,sharing,4.114518051625048e-06
9978,salmiyat,1.7091074983673277e-06
9979,jhagra,6.197097188524495e-05
9980,khushki,6.377502980018824e-06
9981,kimiklz,1.9939587480952156e-06
9982,balon,0.00012459077161709232
9983,tarjeehat,3.3074395107293655e-06
9984,manshoor,2.073084095241851e-06
9985,dekhata,1.4622364152698247e-05
9986,uslim,1.0238819920774639e-05
9987,eague,5.064022217384674e-07
9988,boli,7.200406590343834e-05
9989,danghal,1.3150632695770827e-05
9990,ahoo,7.43778263178374e-07
9991,khulti,2.3737604143990662e-06
9992,darina,1.0128044434769348e-06
9993,fax,1.5508568040740566e-06
9994,cassette,1.0919297906235703e-06
9995,aazmai,1.31348076263415e-06
9996,khasay,1.5983320123620379e-06
9997,aayiyae,1.3625384778650639e-05
9998,daaltay,7.4377826317837405e-06
9999,saharay,7.532733048359703e-06
10000,botay,3.669833600660956e-05
10001,chuute,3.244139233012057e-06
10002,kiss,4.700045620510151e-06
10003,sikoyl,1.5176241582724696e-05
10004,humkenar,9.811543046182805e-07
10005,ardon,2.215509720105795e-07
10006,astra,1.1473175336262153e-05
10007,mukhtar,1.1394049989115516e-06
10008,trade,3.940442287902449e-06
10009,najaaiz,1.3577909570362658e-05
10010,lanka,5.697024994557758e-07
10011,laa,3.600203295171917e-05
10012,zamray,8.86203888042318e-06
10013,dust,1.2976556932048227e-06
10014,purple,8.070785408956824e-07
10015,jaakar,1.1852977002566004e-05
10016,chairr,4.65257041222217e-06
10017,chhar,4.573445065075534e-06
10018,tarbooz,1.31348076263415e-06
10019,pasmandah,3.386564857876001e-06
10020,rawi,6.266727494013534e-06
10021,building,2.357935344969739e-06
10022,manndi,3.7347163853211975e-06
10023,vagon,2.658611664126954e-06
10024,dhowen,1.5508568040740566e-06
10025,scandal,2.2946350672524305e-06
10026,lapait,1.5461092832452584e-05
10027,made,9.542516865884246e-06
10028,luxury,2.848512497278879e-07
10029,pichla,0.0015475177144244686
10030,wall,5.206447842248618e-06
10031,mareekh,1.0602796517649161e-05
10032,penalty,3.0067631915721504e-07
10033,asiayi,2.927637844425515e-06
10034,dilaade,2.6902618029856084e-06
10035,dins,8.37146172811404e-06
10036,talba,1.592001984590307e-05
10037,trained,1.1394049989115516e-06
10038,baalion,1.2501804849168414e-06
10039,rings,6.488278466024114e-07
10040,hop,8.070785408956824e-07
10041,rujhanaat,2.7693871501322437e-06
10042,taqleed,4.731695759368805e-06
10043,taqrebaat,8.450587075260676e-06
10044,krstina,1.8040579149432902e-06
10045,poni,1.487556526356748e-06
10046,candle,5.538774300264488e-07
10047,metal,2.041433956383197e-06
10048,dhagon,3.544815552169272e-06
10049,chhoote,1.1552300683408789e-06
10050,pahannay,9.969793740476077e-06
10051,kabaab,1.8990083315192528e-06
10052,soobah,1.5445267763023256e-05
10053,talbat,7.43778263178374e-07
10054,batayi,6.931380410045273e-06
10055,khaano,1.8673581926605987e-06
10056,sales,1.329305832063477e-06
10057,faiday,2.8801626361375335e-06
10058,ubi,5.222272911677945e-07
10059,haamla,1.4685664430415556e-05
10060,sakin,4.510144787358226e-06
10061,afwahon,2.4370606921163743e-06
10062,jaaiz,2.5715737822656548e-05
10063,mutlashi,1.4400813180687668e-06
10064,insaaniyat,2.2075971853911316e-05
10065,lasani,2.009783817524543e-06
10066,geer,1.3783635472943911e-05
10067,sakhti,6.875992667042628e-05
10068,nimat,1.2027052766288601e-06
10069,mazbooti,2.2724799700513727e-05
10070,garohoon,7.627683464935666e-06
10071,jabar,5.2380979811072726e-06
10072,aqliat,4.43101944021159e-06
10073,dabaya,3.544815552169272e-06
10074,mau,1.7091074983673277e-06
10075,mualij,2.073084095241851e-06
10076,dalni,4.272768745918319e-07
10077,aankhon,0.000185533113989431
10078,jarrahi,9.30514082444434e-06
10079,parwai,7.0105057571919085e-06
10080,kala,0.00023753429213419988
10081,benaye,1.5983320123620379e-06
10082,tanao,1.4416638250116995e-05
10083,alamat,2.9830255874281596e-05
10084,pressure,3.7188913158918702e-06
10085,safaid,0.0002490865928176087
10086,aathwan,3.845491871326487e-06
10087,hams,1.044454582335589e-06
10088,yakke,7.596033326077012e-07
10089,deegray,6.488278466024114e-07
10090,hogyin,1.0128044434769348e-06
10091,pardesh,4.905771523091403e-07
10092,lkhno,2.073084095241851e-06
10093,tehzibi,1.7091074983673277e-06
10094,novel,3.071645976232392e-05
10095,afsaanay,6.013526383144301e-06
10096,alehadgi,6.23507735515488e-06
10097,talaafi,7.3111820763491234e-06
10098,navlon,4.098692982195721e-06
10099,jahat,2.4528857615457016e-06
10100,dastak,8.61675030426861e-05
10101,baho,3.671416107603889e-06
10102,qadmi,8.466412144690002e-05
10103,aassan,1.5192066652154023e-06
10104,challengon,3.940442287902449e-06
10105,naqabil,8.070785408956824e-07
10106,tasawwur,0.00016994542060154381
10107,hungama,9.859018254470787e-06
10108,talkh,2.1522094423884867e-05
10109,mecca,5.902750897139011e-06
10110,makaan,8.594595207067552e-05
10111,lamhaat,3.0336658096020064e-05
10112,aagaye,8.529712422407311e-06
10113,grijoyshn,2.199684650676468e-06
10114,communication,1.4242562486394395e-07
10115,masters,2.674436733556281e-06
10116,aghib,1.1125023808816956e-05
10117,parts,2.1363843729591594e-06
10118,safhay,1.0428720753926564e-05
10119,jamsheed,1.4242562486394397e-06
10120,jhooti,8.450587075260676e-06
10121,chorrie,7.026330826621236e-06
10122,muwasilat,7.05798096547989e-06
10123,aama,1.4084311792101125e-06
10124,sunanay,1.3388008737210733e-05
10125,awa,4.462669579070244e-06
10126,chhuut,8.181560894962114e-06
10127,radd,1.7502526788835782e-05
10128,yunan,1.2834131307184284e-05
10129,qiq,1.5192066652154023e-06
10130,bacchus,2.927637844425515e-06
10131,vit,5.85527568885103e-06
10132,laam,2.1047342341005054e-06
10133,mart,1.9939587480952156e-06
10134,maliyati,1.6458072206500191e-06
10135,mukhtaar,6.061001591432282e-06
10136,darion,1.930658470377907e-06
10137,bond,1.8357080538019445e-06
10138,pazeerai,1.060279651764916e-06
10139,legs,8.229036103250096e-07
10140,yaksaa,1.4812264985850172e-05
10141,pahunchte,2.7377370112735897e-06
10142,calendar,3.8929670796144686e-06
10143,numaishi,1.2660055543461687e-06
10144,afseer,7.675158673223647e-06
10145,bareek,7.076971048795082e-05
10146,qoul,8.466412144690002e-06
10147,taqdeer,3.953102343445912e-05
10148,aamaal,2.4734583518038268e-05
10149,fikarmand,5.529279258606891e-05
10150,shakhsi,2.7060868724149352e-06
10151,maadi,4.462669579070244e-06
10152,takhayyul,3.464107698079704e-05
10153,bible,6.203427216296226e-06
10154,kahaniyan,5.7318401473022784e-05
10155,tabay,5.443823883688525e-06
10156,madham,8.925339158140488e-06
10157,khudmukhtaari,2.547836178121664e-06
10158,yahodi,1.74550515805478e-05
10159,nawisht,2.468710830975029e-06
10160,likhon,8.149910756103461e-06
10161,asida,1.5825069429327108e-06
10162,batian,1.028629512906262e-06
10163,klya,1.028629512906262e-06
10164,adal,2.2186747339916606e-05
